Party,Sentence
R,And we'll report regularly on our progress.
R,"""Healthcare costs are an enormous burden on everyone, dragging down our collective ability to grow and hire more people."
R,We'll pursue many paths on this challenge.
R,"""But the simplest one -ensuring full price and performance transparency is long overdue."
R,"The same service in the same neighborhood, with the same outcome can vary in price by as much as 300 percent."
R,This must change.
R,"""There's also a direct link between economic growth and a sustainable and affordable supply of energy."
R,"""But as we begin the New Year, families and businesses across New England are being hit with unprecedented increases in their energy and electric bills."
R,At exactly the same time energy pricesacross the rest of the country are falling.
R,"This increase is being driven in large part by inadequate delivery systems, the result of poor planning and coordination."
R,"""I look forward to working with my colleagues here in Massachusetts and with leaders like Governor Raimondo of Rhode Island as well as the other New England Governors to solve this problem while we continue to reduce our carbon footprint."
R,"""I'm a proud product of the Massachusetts public schools."
R,"And to this day, I can still name almost every teacher I had growing up."
R,"They moved me, challenged me and made me feel like my opinion mattered."
R,"""Across Massachusetts, there are many talented and inspiring educators doing for their students what their predecessors did for me."
R,"""I was in Lawrenceyesterday witnessing firsthand the progress that's been made in just a few short years there."
R,"Despite all their issues, and they have many, a renaissance is underway in their public schools."
R,"""Attendance is up."
R,Dropout rates are down.
R,Test scores and graduation rates are up.
R,The school day is longer.
R,"""And Lawrence is hardly alone."
R,There are exceptional schools in many of our most disadvantaged neighborhoods throughout the Commonwealth.
R,"Proving they can get it done for kids, no matter what their circumstances."
R,"""But other schools really do need to step it up for the children and the families that they serve."
R,Poor performance given the dramatic success of other schools can no longer be tolerated.
R,"""And while traditional public schools will always be the backbone of our education, we need more high performing public charter schools in underperforming school districts to 
complement them."
R,"As I speak, there are more than 45,000 Bay State kids and their parents on waiting lists for these schools."
R,"""It's wrong for any of us to stand on a front porch or in a city neighborhood sympathizing with a mom or dad when they tell us their child is not getting the education to succeed in life and then oppose lifting the charter school cap or making the changes we need to ensure that every school is great."
R,"""Last year, Governor Patrick called opiate addiction a public health crisis."
R,He was right.
R,It is an epidemic.
R,One that cuts across every community in the Commonwealth.
R,"""Several months ago I met John and Stephanie Green of Easton."
R,After a routine medical procedure their 19-year-old son Evan was prescribed opiates for pain.
R,"Slowly and unknowingly, he became addicted to them."
R,When the prescription ended he turned to heroin.
R,"""Over a period of years, John and Stephanie tried as hard as any parents could to help their son."
R,"It was an agonizing, yet all too familiar story."
R,"Tragically, Evan fatally overdosed almost a year ago to this day."
R,"""As a parent, my heart goes out to John and Stephanie for their devastating loss."
R,"As Governor, I intend to tackle this problem head on because too many families have gone through the grief and pain that John and Stephanie have."
R,"""I look forward to working with Attorney General Maura Healey, Boston Mayor Marty Walsh and manyothers on this issue."
R,Because without strong action many more individuals and families like the Greens will have the same terrible experience.
R,"""When Lieutenant Governor Karyn Polito and I campaigned last year, we said we were chasing 100 percent of the vote."
R,And we campaigned hard in many communities of color.
R,"""We did so because we believe these neighborhoods have not benefitted from the economic success that has become more commonplace in other parts of our Commonwealth."
R,"""But there are inspiring points of light in these communities."
R,"Because individual economic development, education, community development and social service entrepreneurs are turning so-called lost causes into definite winners."
R,"""My friend and the Commonwealth's new Secretary for Business Development Nam Pham and the folks at VietAID worked with their neighbors to literally turn their 
neighborhood in Dorchester from a dangerous place into a community on the move -where businesses want to create jobs and families want to live."
R,"""Robert Lewis Jr. at The BASE in Roxbury has attracted millions of dollars in scholarships from colleges across the country."
R,These scholarships are designated for the young men from communities of color who participate in his baseball and mentoring program.
R,"""And the kids at United Teen Equality Center (UTEC) in Lowell are turning gang members into productive citizens through programs like their culinary institute."
R,"In talking about their success, their enthusiasm to do more is contagious."
R,Our problem is not that no one has figured out what works.
R,Just the opposite.
R,"""The entrepreneurs and leaders that I just mentioned as well as many others have cracked the code."
R,Our government just hasn't had the will or the foresight to support what they are doing anddo more of it.
R,"""The tragic events in Ferguson and New York City speak loudly."
R,And their message is a simple one.
R,"When people lose hope, bad things happen."
R,"""I've said a thousand times I want every community to be a place where people believe tomorrow isgoing to be better than today."
R,"I say that not just because I believe it, but because I believe in it."
R,"""The great writer and philosopher Samuel Johnson once said, “The natural flights of the human mind are not from pleasure to pleasure but from hope to hope.”    ""Put another way, if you think things are heading in the right direction, then you believe in and can't wait for tomorrow, no matter where you might be today."
R,"""And that faith in tomorrow needs to be based on something beyond the word of our Lord."
R,It has to include the here and now.
R,"The quality of the schools you send your kids to, the parks they play in, the main streets you can walk to from your house or apartment, the job you have and the future it offers to you and your family."
R,"""If we are to avoid the tragedies that make the front page --like Ferguson, as well as the ones that don't like the awful shooting death of Dawnn Jaffier, then it's imperative that we renew our commitment and re-double our efforts to provide everyone, no matter where they live with the kinds of opportunities that exist across our Commonwealth."
R,"""Decades ago, John F. Kennedy stood where I stand today when he delivered a farewell address to the General Court of Massachusetts before traveling to Washington D.C. to become our 35th President."
R,"""In that address, he said success in public service should be measured against four historic qualities: courage, judgment, integrity and dedication."
R,"""The President-elect defined these qualities for his time in office."
R,"Today, I offer them as this administration's compass in the years ahead -but redefined for our time."
R,"""First we must have courage to set partisanship aside and embrace the best ideas and solutions, no matter which side of the aisle they come from."
R,"""Second we must have judgment to make our government as efficient, responsive and innovative as it can be."
R,"""Third we must have integrity to assure accountability and transparency because when we make honest mistakes they must be acknowledged and corrected."
R,"""And finally we must have dedication to serve the best interest of the public and only the public."
R,"""It's undeniable that the ability and responsibility to make a real difference in the lives of people, a growing and competitive economy, quality and affordable educationfor our kids, responsible, forward looking environmental policy as well as strong and safe communities lies with and within us if we approach our work every day with courage, judgment, integrity and dedication."
R,"""Only by working together will we make Massachusetts great."
R,"With your help, I know we will."
R,"""God bless you all and God bless the Commonwealth of Massachusetts."
R,"""Thank you."""
R,I want to share one bit of family history with you.
R,"My maternal grandfather, Charles Howell, retired from the REO Motor Car Company."
R,So he took a position working in the Capitol during WW II.
R,He was the custodian.
R,"He ran the elevators, he was in charge of putting the flags up and down.My sister still fondly remembers rides on the elevator with him when she was very, very young."
R,"So it is with pride that our family has another member going to work in this institution, although I can say the elevator rides may not be as much fun."
R,"Let me turn now to our great state, and the power of Michigan."
R,Innovators and entrepreneurs were the leaders in the two major eras in our history.
R,"Fur trappers and traders, people in the iron and copperbusiness, people in the lumber and pewter industry."
R,They were the people who led us the way and showed us the power of Michigan in the natural resources era.
R,"Entrepreneurs such as Kellogg, Ford, Dow, Gerber and Upjohn."
R,The showed us the power of Michiganduring the industrial era.
R,The industrial era in our state will go down as one of the world’s great economic success stories.
R,It served as a catalyst to change not just our nation but the entire world.
R,"Unfortunately, the last part of the industrial era has been a period of decline in our state."
R,And it has gone on for several decades.
R,We have been shrinking relative to the rest of the country.
R,"To put it in perspective, in the 1960s we had our largest number of seats in the U.S. House of Representatives at 19."
R,"In 2012, that number will drop to 14 –a loss of five seats over 40 years."
R,"To put that in perspective, in 2012 we will have lost more representation than over 20 states have in their entire delegation."
R,We’ve also become a poorer state in relation to the rest of the country.
R,"Our rank in per capita income was 18th in the year 2000, and the latest data shows us at 37."
R,But we are not here today to talk about the past.
R,We are here today to move into a bright future.
R,This election was a point of realization.It was a point where we understood where the old ways don’t work.
R,It is time to start a new era in our state’s history.
R,If we stayed on this current path we would continue to go downward.
R,This is our moment of opportunity to realize we have a bright future instead of a declining future.
R,As building blocks we have world class assets to build upon.
R,"Our natural resources, universities, our manufacturing and industrial base."
R,"And more importantly, our people."
R,President Abraham Lincoln was looking to America’sfuture during the darkest times of the Civil War when he said: “The dogmas of the quiet past are inadequate to stormy present.
R,"The occasion is piled high with difficulty, and we must rise to the occasion."
R,"As our case is new, so we must think anew and act anew.” We can heed his words and enter this new year with a clean slate."
R,"Our legacy will be found in the future, the opportunity we create for Michigan’s coming generations."
R,"The underlying key to success, though, is to change our culture."
R,"We need to go from negative to positive, we need to stop looking in the rear view mirror and look toward the future."
R,We need to stop being divisive and start being inclusive.
R,We have spent too much time fighting among ourselves and have become our own worst enemy.
R,This will not be simple or easy.
R,There are no magic solutions to our problems.
R,But with those problems there also comes opportunity.
R,"I’ve been hired to represent all of the people of the State Michigan, and to move us all forward together."
R,It will require sharedsacrifice from all of us.
R,Many have already made sacrifices.
R,Many of us need to join those who already contributed.
R,When we make changes like this we are faced with the realization many of us will have to take a step back in the short term to move us all forward together in the long term.
R,"As part of the solution, we need to include everyone."
R,"Our solution has to address the issue, the challenge of keeping young people in this state."
R,"We must create more and better opportunities and jobs for the underemployed, and the structurally unemployed."
R,The reinvention of Michigan must not leave anyone behind.
R,We have a road map of how to achieve success.
R,"We campaigned on a bold vision, a concise plan and an attitude of action."
R,Clear and tangible steps.
R,"We must do morethan just ask the government to do things in a new way, we must ask our people to be part of the solution."
R,"As I traveled the state, in every corner of 
the state, I had mothers, fathers, grandparents come up to me and say, ‘Help us make this a place for our children to either stay or come back.’ And they also said, ‘How can help?’ It is about us all working together."
R,"Lansing and state government will not be the solution to all our problems, 10 million people working together is the key."
R,I am inspired by the fact that Mayor Bing and Mayor Heartwell can join us today.
R,We need to put party and geography aside and come together as Michiganders to reinvent our state.
R,I wasn’t’ hired to just be the governor of state government.
R,I was hired to be governor of the entire state of Michigan.
R,We must all come together to achieve success.
R,"It is time to stop fighting among ourselves, it is time to solve problems and create opportunities."
R,It is also time to be bold.
R,I’ve been cautioned by many that expectations are already too high.
R,"We shouldn’t walk away from high expectations, it is time to deliver on high expectations."
R,We need to stop accepting the status quo.
R,"Now, I want to share one story with you, one of our success stories in this state —Mike and Stacy Marsh."
R,They started as entrepreneurs.
R,"They started two sandwich shops in the Ann Arbor area, yogurt and sandwich."
R,And they were successful.
R,But they had high expectations.
R,They didn’t stop there.
R,"When they looked at their sandwich business they realized there was anopportunity to innovate, with bread."
R,"So they not only made sandwiches, they started making bread."
R,"They innovated on a 10,000-year-old product."
R,And today they have created an organization called Flatout Bread that is selling tens of millions of dollars ofbread every year.
R,That’s the kind of role model in our state.
R,"And I want to thank and congratulate Mike and Stacy, they are here today on their success."
R,You are the role model for the future.
R,Because they sent us two clear messages: With high expectations you can achieve great results.
R,"Also importantly with respect to innovation, we have to remember, innovation is not about technology, it’s a state of mind that we all have the power to do."
R,"For the reinvention of Michigan going ahead, at a minimum we need to commit to the four following objectives: Number one, we will be a globally competitive leader in innovation."
R,"Number two, we will create more and better jobs."
R,"Number three, we will create a bright future for our young people."
R,"And finally, we will do this together, and not leave some behind."
R,Part of the process is to celebrate some of the great successes we have going for us.
R,"Over the next year you will hear of Power of Michigan events, to highlight great entrepreneurial and innovation activities in our state."
R,"We will highlight things we are already doing, things such as ArtPrize in Grand Raids, the Accelerate Michigan innovation contest in southeastern Michigan."
R,Michigan Tech’s institute for leadership and innovation up in Hougton.
R,"We have great things going, and we will celebrate them."
R,"We all want to live in a state of high expectations, and more importantly high results."
R,We can only achieve extraordinary things if we aspire beyond traditional thinking.
R,"The old, unbelievable needs to become the new achievable."
R,"New expectations for our lives, and the lives of our children."
R,Let today be the birth of a new chapter in Michigan’s history.
R,Let today be the birth of the era of innovation and the reinvention of Michigan.
R,Thank you and may God bless you and thegreat state of Michigan.
R,"Mr. Speaker, Madame President, honorable members of the House and Senate."
R,Chief Justice Lynn and honorable members of the Judiciary.
R,"Members of the Executive Council, Commissioners, and of course, my fellow Granite Staters that are joining us today, Happy New Year and Welcome.It’s an honor to be before you today and I want to begin by thanking you for placing your trust in me to serve as your Governor.I want to acknowledge a few people, without whom, none of this would be possible.My family: my kids, my parents and the one person who has sacrificed more than you can possibly imagine, but she does it because she really believes in the differences we are making, Valerie.And we can’t discuss sacrifice without taking a moment to remember all those who are right now standing post, away from their families, whether in country or abroad serving in our military."
R,"And their families and our Veterans who have given so much.It is THEIR sacrifices that allow us to enjoy the freedom to be here today.In November, the voters of our state set us on a path that requires that we, as state leaders, come together, embrace a spirit of cooperation, and work together to get things done for the people of New Hampshire."
R,"They deserve nothing less.We were sent to Concord to fix the problems, create opportunities, and to embrace the power of the individual."
R,"Make no mistake —we’ve made great progress these 
past two years but there’s a lot to be done to build on those successes.In just the last two years, we established full-day kindergarten, signed the most comprehensive child protection and welfare bills this state has ever seen, provided tax relief for small businesses, and with the implementation of the Hub and Spoke Model this very week, we have begun to lead and serve as a model for the nation in creating long term solutions for the Substance Use Disorder crisis.We worked together to keep the health care of 50,000 low income Granite Staters while instilling the dignity of employment and saving taxpayers hundreds of millions of dollars."
R,"That’s the New Hampshire Way —designing innovative systems that put individuals first, giving them a chance to thrive.But when we look back on what we have accomplished, we cannot lose sight why we’re here.In Public Service, How you get there is just as important as the goals you achieve.New Hampshire is best when we work together, and that’s what we must do.Whether you are a Republican or Democrat, Independent or Libertarian —we all share a passion for making our communities the strongest they can be."
R,"A commitment to making sure that New Hampshire remains the best place to live, work, and raise a family.I have often said that we don’t let the dysfunction of Washington define our success here —and It’s true —politics does not dictate policy."
R,"We treat each other with respect and civility, not with the circus-like theatrics and zero-sum games that have taken over Washington.I traveled down to Washington a few weeks ago to spend some moments honoring and remembering one of America’s true heroes and public servants.President Bush’s passing was a reminder of the celebration of good public service."
R,"He was remembered for not just what he accomplished but how he did 
it."
R,"He treated people , as we say, the New Hampshire way —with respect, dignity, and compassion, even when disagreeing on policy."
R,We must continue to uphold that tradition and rise above negativity and partisanship.Public Service isn’t about going after funding.
R,And it’s not about picketing and protests.
R,It’s about bringing people together.
R,Getting out of your comfort zone to do the right thing.
R,"A very smart man once said “It is our choices that show what we truly are, far more than our abilities”."
R,"And yes, that brilliant individual was Dumbledore from the Harry Potter books that actually said that, but it’s true."
R,It’s all about choices.I recently saw an interview with Adam Sandler.
R,A great NH native who when talking about his childhood said “I wasn’t a kid growing up thinking ‘One day I’ll get and Oscar and make a speech.
R,That wasn’t on my mind.” And I believe service to our citizens begins with management and customer service.
R,The goal should be to create an all-inclusive welcoming environment where people can serve NH’s citizens.
R,"To be able to say ‘This is who we are and how can we help.Therefore the obligation is on us to push the limits, think outside of the box, get out of our comfort zones and simply to do more."
R,It’s one of the reasons I have been known to partake in a variety of “experiences”.
R,"Whether it is jumping into the Atlantic Ocean in the middle of winter to bring awareness to the Opioid crisis, or repelling down the side of a 24 story building to raise money for the Granite United Way, or sleeping out on the streets of Manchester to raise money for the homeless."
R,It’s all part of highlighting the opportunities out there to be involved and help our communities.Now there is one moment I’d like to share from one of those adventures.
R,"As many people know Valerie and I are involved with Best Buddies, a great organization that creates social opportunities and friendships for kids with disabilities."
R,"Last year I put together a team to do a 50-mile bike ride for Best Buddies and two of those team mates that stepped up to join me were Christine Tappan, our new Assistant Commissioner of Human Services at DHHS, and Christine Brennan, the Deputy Commissioner of Education."
R,Opening doors and being able to work with anyone that can help us should be a primary axiom that we all carry as public servants.
R,"Whether it be a qualified nominee brought before the Executive Council, or a new hire to assist the state with the Opioid crisis, or our willingness to work with political friends or opponents, it shouldn’t matter as long as the public is being served."
R,I travel to Washington a lot to advocate for our state.
R,Many states pay to have their own lobbyists in DC.
R,I don’t.
R,I believe that no one can advocate for a state like the personalrelationships a governor can bring to the table.
R,"So I fly down from time to time and sit with Secretary’s, or the Administration or the President himself when necessary."
R,And I’m always baffled at those who would criticize for that but look at the results.
R,"Those personal relationship that we worked to develop ensured thatWhen the Manchester VA was in crisis, Secretary Shulkin was on the phone with me and responding within hours to send a team in to help.When there was a threat of drilling for oil off of our coastline, Secretary Zinke sat with me to give assurances it wouldn’t happen.When we discovered the Vocational Rehab funds were mismanaged and the program was going to have to close for those kids with disabilities, it was Betsy DeVos that sat with me and agreed to provide gap funding to keep the programs alive across the state.And when we had a new idea that needed significant funding for the Opioid crisis, I was able to hand a detailed plan to the President and his team and advocate forwhat would become the single biggest increase in Opioid funding in the country right here in NH."
R,"The list goes on, but I share these examples with you as a reminder that relationships matter and in public service Don’t burn bridges."
R,"You’ll 
be surprised how many times you have to cross the same river.There is no doubt New Hampshire is better off today than it was two years ago."
R,"We have the lowest poverty rate in the nation, business taxes are at their lowest in decades, and more people are working thanever before.But do not make the mistake of taking our successes for granted."
R,It wasn’t luck or happenstance that got us here.
R,"It was hard work, instilling sound economic principles, focusing on creating economic opportunities for individuals by providing employers across the state flexibility and financial opportunity that flows to the employees and their families."
R,In New Hampshire we have made a choice.
R,We don’t want businesses making more investment into Government.
R,We ask businesses to invest intheir employees.
R,And they do.
R,"Our neighbors in New England can’t make the same claim, which is one of the reasons they are losing younger workers and businesses are flocking to New Hampshire."
R,It is why we already have some of the highest household income on the country.
R,Our model is a success and we cannot afford to go backwards.
R,Tax relief is working.Lowering the cost of doing business through tax relief has allowed businesses to reinvest in their workforce.
R,"That is a key factor in New Hampshire seeing significant wage growth because when a business can retain more of its revenue, it is able to increase pay for employees."
R,Tax relief is a reason why more people are working in New Hampshire than ever before.Look at the data.
R,Revenues are rising.
R,"Costly regulations have been eliminated, and we are investing surplus funds into smart one-time investments.I implore this legislature to learn from the mistakes of the past."
R,The last thing we should be doing is raising taxes or pushing a budget that does not live within our means.
R,And it should go without saying -There will be no sales or income tax of any kind on my watch.And the state budget cannot and should not become a vehicle for political victories or policy-driven battles.
R,"The budget is a roadmap for responsible spending, not some partisan-driven political agenda."
R,Economically we sit as the envy of New England.
R,We must continue to build on that success.
R,"The Budget cannot turn into an ideological battle of wills that would end up hurting thecitizens we are sworn to serve.And I want to revisit the concept of surplus funds, because it is a key area."
R,Those are one-time funds that cannot and should not be spent on bigger government.
R,"That would only lead to long term liabilities we won’t be able to pay for down the road.Instead, look to the examples of last session:We did a one-time $30 Million investment into safe schools –the first of its kind in state history -over 500 schools received grants to make their schools safer."
R,"That is abig win for New Hampshire, especially our property taxpayers.We also returned over $35 million to cities and towns last year for critical infrastructure improvements."
R,"Every single town in the State of New Hampshire received a check for road repairs, bridge improvements, projects that otherwise would have been borne by property taxes.So stayed tuned."
R,"Next month, on Valentine’s Day, I will submit a state budget that keeps our commitment to protecting our thriving economy."
R,It will continue the currentschedule of business tax reductions.
R,It will use practical revenue estimates and ensure that we continue to make investments that will improve the lives of our citizens without jeopardizing our fiscal solvency.
R,"Instead of encouraging employment advancement, the current system incentivizes people to remain on state support."
R,"This might make some sense in the short term, but in the long term, we end up harming the people who often need the most help."
R,"Thisdynamic makes no sense.Working together, I believe we can create revenue neutral reforms to end the Cliff Effect in our state."
R,"We can provide more reasonable “off-ramps” that encourages the dignity of work in a way that saves, rather than costs, our taxpayers."
R,And gives those receiving benefits the greatest gift of economic stability –a good job that allows them independence and the ability to support their family.
R,"It won’t be easy but I believe the pathway is there, and I’m calling on the Legislature to join me in tackling the issue head-on.I want to take a moment to discuss a specific and serious public health issue here in New Hampshire-Pediatric Cancer.According to the Center of Disease Control —New Hampshire had the highest rate of pediatric cancer in the U.S. between 2003 and 2014.That is unacceptable, and we cannot allow this alarming trend to continue."
R,"We must work together to find answers, create solutions, and lead the way out of this crisis.So in my budget next month, I will use our surplus funds to commission a study to once and for all determine the extent of the crisis and provide solutions for our citizens."
R,This study will not have a partisan agenda or pre-conceived notions.
R,The mission is simple: figure out the truth and use data to develop sound policies that will help the children of our state.
R,"Answers will not come overnight, but starting today this crisis is a top priority of my administration and the state of New Hampshire.Another significant public health issue we are battling is of course the Opioid Crisis.Last year, as overdoses went up nationwide, New Hampshire bucked the national trend —and for the first time in years, our overdose rate is going down."
R,"A good 
sign but we know there’s a lot more work to do.This week New Hampshire’s Hub and Spoke Model opened its doors for the first time across the state, now known as ‘The Doorway’."
R,"This model will begin to take root and combined with our Recovery Friendly Workplace initiative and the newly fully funded Alcohol Fund, I have no doubt that we will continue to see our successes grow."
R,We have created more tools to use at our disposal than ever before.I want to take a moment and talk about Recovery Friendly Workplaces which hit a milestone last month.
R,"Through this program, we utilize the support of the business community to create workplaces that become part of an individual’s recovery."
R,"As of today 63 businesses, with over 40,000 employees, have signed up to join the initiative.We are taking whole new approaches to fighting addiction."
R,"Public sector, private sector, you name it."
R,We have innovative solutions and the country is taking notice.
R,"There’s still a lot of work to do but let’s stay focused and keeping building a system that wins this war.Just two short years ago, the Division for Children, Youth, and Families –DCYF –was in crisis."
R,We needed new management.
R,We needed more caseworkers.
R,We needed funding.
R,Children were at risk.So what did we do?
R,Turning around any operation begins with leadership.
R,"So first we brought in a world-class team, including the architect of New Jersey’s dramatic and successful turnaround of its child protection system."
R,It’s not often that New Hampshire looks to New Jersey for best practices but they are the gold standard andour system should be nothing less.Then we put politics aside and brought everyone to the table so the best ideas could be implemented.
R,"And as a result, huge strides were made in reforming DCYF, and we passed the single most comprehensive child protection bill this state had ever seen.We restored critical voluntary prevention programs, so the families in trouble 
today do not turn into families in crisis tomorrow.We added over 30 new caseworkers and got funding where it needed to be.Bipartisan work is possible, and it can be done."
R,"But again, let’s not rest on those successes, there’s more work to do."
R,"This year, let’s fill those open positions at the agency, work to attract more the best advocates for these kids and ensure our system never goes down that difficult path again.Along those same lines, I also believe we must reform our foster care system."
R,We must ensure that the welfare and safety of children is preeminent.
R,We must be their advocates and we will continue to stand up for them.
R,"Thisis who we were sent here to fight for: the vulnerable, the forgotten, the kids who through tragic circumstances and no fault of their own need us to help give them a fighting chance, an opportunity.Good families are the foundation of a healthy communities."
R,"And therefore, we must ensure that our system is one that attracts and retains those caring families who extend their homes and hearts to foster children."
R,"And once we retain them, let’s get governmental bureaucracy out of their way so they can focus their attention on the children and not waste their time dealing with paperwork."
R,We must do more to support them.
R,"And we will.These past two years we have made meaningful, sustained progress in addressing is our state’s mental health crisis."
R,"For too long, it was the unspoken crisis of this state.When something is clearly not working, you don’t just keep pushing harder in the same direction, you don’t just keep pouring taxpayer dollars into a broken system—you must have the courage to change direction."
R,"And that is what we did.We started by engaging those on the front lines, the stakeholders and providers."
R,"And today in New Hampshire, --as a result of their feedback –we are rebuilding and re-engineering the entire mental health system, and now arein greater compliance with the Community Mental Health Agreement than ever 
before.We added mobile crisis teams —which help divert individuals away from hospital emergency departments, and allow them to be stabilized in their own communities.We added 40 additional community residential beds with wrap-around services which will support individuals leaving New Hampshire Hospital.But while we have made great strides the past two years to rebuild that system there is more work to do."
R,In the coming weeks we will be releasing a new 10 Year Mental Health Plan.
R,"A practical roadmap to quality mental health care.And this year, we will accomplish something frankly it has taken far too long to achieve -We WILL move the State Psychiatric Unit out of the State Prison and treat our patients with the dignity they deserve.You cannot discuss reforms within our mental health system without acknowledging the issue of suicide in our state."
R,We know that suicide affects far too many of our communities.
R,Too many lives are taken from us far too soon.Suicide is the second leading cause of death for young people in New Hampshire.
R,"And while there is no single answer, there is more we can do.Talking about suicide is difficult —It’s heartbreaking."
R,"But sometimes, all it takes is one conversation to save a life.A family from Boscawen, the Dickey’s, know the pain of suicide more than anyone every should have to."
R,"Just over a year ago, Paul and Martha Dickey’s son, Jason Dickey, took his own life.I met the Dickey’s at a FIRST Robotics competition over at UNH."
R,"And the story they told me was one where they are channeling their pain into hope, for all of us.Today, I am proud to announce my support for legislation that Martha and Paul brought to me —it’s called the Jason Flatt Act —named after yet another victim of 
suicide, who took his own life in 1997.Under the Jason Flatt Act teachers in New Hampshire will complete 2 hours of youth suicide awareness and prevention training each year."
R,"Through the support ofthe Jason Foundation, this training can be provided at no cost to the state or local school districts.We must understand that suicide is preventable, and it starts with us.Today, 20 states have passed this law, and it is time New Hampshire join that list.It goes without saying that students are experiencing new and more intense kinds of stress both inside and outside of the classroom."
R,"Helping students with the skills needed to successfully manage that stress, how to understand and manage their emotions, cultivate empathy and develop positive relationships is critical to keeping that student out of crisis or a mental health challenge.Scarlett Lewis works nationally to promote social and emotional learning (SEL) in schools through her Choose Love Enrichment Program."
R,It provides educators with free learning tools through the 12th grade.
R,"Scarlett is the mother of Jesse, who was killed in his classroom during the tragedy at Sandy Hook in 2012."
R,She is another wonderful example of someone using the power of the individual to make positive change.
R,We put an emphasis on SEL learning last year.
R,"My administration has been going to schools all around our state, explaining why this programming is so important."
R,Several schools have stepped up to be leaders by example.
R,One such school district is Inter-Lakes.
R,"Not only have they stepped up to be a leader for their schools, but they also want to be among the first to implement the program in an amazing community-wide model."
R,"Parents, teachers, counselors, resource officers, and school administrators have all welcomed this program with excitement and as a result, I am so proud to report that as of today, the Choose Love program is in over 200 schools in New Hampshire and I want to personally thank Scarlett whois joining us today for making this a reality in New Hampshire."
R,"Thank you!There is so much possibility when it comes to untapped potential in our 
classrooms."
R,"New Hampshire’s exceptional public education system can proudly boast to have some of the best teachers, administrators and schools in the nation.Getting education right will go a long way to maintaining our state’s prosperity."
R,"It means more jobs for more Granite Stater’s, less reliance on federal and state services, higher incomes and healthier citizens."
R,"There is no reason New Hampshire should not be the model for the rest of the nation when it comes to education.Over the past biennium, we have increased education grant programs to New Hampshire public schools by almost $50 million.I fully expect this legislature will have a rigorous and thorough discussion regarding funding for education."
R,And I will be there with you in that important conversation.
R,But it would be shortsighted to think that funding is the only discussion needed regarding education.We have big opportunities to expand a student’s access to educational choices.
R,"We must provide additional pathways for students to harness their ability to learn.Last year, I advocated for and signed legislation to expand the number of outside the classroom experiences and activities that can satisfy a graduation requirement."
R,The “Learn Everywhere” initiative is a recognition that a 21 Century education system is not found only within the four walls of a classroom.Consider a student who loves performing arts and participates in a local Boys and Girls Club performing arts program.
R,That the Boys and Girls Club can now enroll its theater arts program as an approved ‘Learn Everywhere’ program.
R,"Once approved, that student now can receive high school credit for that program."
R,This frees up the student’s time to pursue other academic interests or free up time to take advantage of a dual or concurrent enrollment program.
R,"This is a huge win for students.In keeping with that principle, I am proud to announce today the creation of ‘New Hampshire Career Academies’."
R,"Working with our community college system existing funds, our students can take advantage of an optional fifth year of high school that will be enable them to receive a high school diploma, a certificate and a College Associates Degree free of cost to the student."
R,"It also comes with something else, a guaranteed interview with a New Hampshire company for a job right here in 
the Granite State.This revolutionary idea for the New Hampshire Career Academy is the result of the good work of Dean Graziano, of the Rochester School District."
R,Dean put together the program with the Great Bay Community College for Rochester high school seniors.
R,"It has put interested students on a career pathway with one of Rochester’s premiere employers, Albany/Saffron.It also has to possibility of achieving what so far has eluded so many –a model that does not cost the taxpayers or the education system ANY additional money but makes a free college degree available to NewHampshire students.This innovative initiative is a win for students, parents and taxpayers."
R,"I want to thank Commissioner Edelblut for his hard work in helping to develop this exciting opportunity for New Hampshire’s students.Both initiatives I’ve just discussed underscore an important principle, government is not the solution to every problem, but government can help ensure that the doors of opportunity are open at every level.When I took office, it was my firm belief that the Government should beabout empowering individuals, not just institutions."
R,"Just two years ago, I stood before you, and proposed the Governors Scholarship Program."
R,The Governors Scholarship did exactly that.
R,"We invested in students directly so they could choose the path best suited for them, Community College, University System, Public, Private whatever the best path was, it was their choice.In its first year close to 600 students from across New Hampshire received Governor’s scholarships to attend NH schools with the programanticipated to expand 20% next year, it’s simply more opportunity for our kids.I want to take a moment a brag a bit about my amazing wife."
R,One of the many brilliant ideas that Valerie has had to help bring people together was to really open up the Bridges House to make it a gathering place of ideas.
R,She calls it “Building Bridges at the Bridges”.
R,"It’s been wonderful to be able to bring in non-profits, 
organizations and just regular citizens to be integrated in what’s happening in the state."
R,And as many of you know as a former school teacher she’s been very passionate about bring students and initiatives together.
R,One of those is Project Green Schools.
R,"It’s a national program that awards grants to student-driven environmental projects.And on one afternoon, student groups from across the state came to the Bridges house and did a sort of “shark-tank” style presentation for a panel of us that judged the projects and awarded grants supported by corporate partners of the project."
R,"We had a project presented from a young girl to help reduce the amount of paper used in the classroom, a team from Portsmouth high school that was building their own outdoor learning space, there were a few others and it was great."
R,It was great to see the innovation and initiative these students took.
R,"Not just for the sake of doing a project, but with real thought of the costs, outcomes and benefits."
R,The How’s and Why’s of each project and I thought it was a wonderful testament to our schools.
R,You all know how passionate I am about energy policy in our state and how intertwined energy policy is with environmental policy.
R,"When you have some of the highest rates of electricity in the country, this issue must be at the forefront as it effects every citizen stuck paying a bill."
